0.505051 	-0.35731
0.515152 	-0.358159
0.525253 	-0.359008
0.535354 	-0.359874
0.545455 	-0.360929
0.555556 	-0.361983
0.565657 	-0.363038
0.575758 	-0.363786
0.585859 	-0.364065
0.59596 	-0.364345
0.606061 	-0.364624
0.616162 	-0.36475
0.626263 	-0.364656
0.636364 	-0.364561
0.646465 	-0.364467
0.656566 	-0.364342
0.666667 	-0.363963
0.676768 	-0.363584
0.686869 	-0.363206
0.69697 	-0.362827
0.707071 	-0.36235
0.717172 	-0.361756
0.727273 	-0.361162
0.737374 	-0.360568
0.747475 	-0.359974
0.757576 	-0.359316
0.767677 	-0.358575
0.777778 	-0.357834
0.787879 	-0.357093
0.79798 	-0.356352
0.808081 	-0.355609
0.818182 	-0.354769
0.828283 	-0.35393
0.838384 	-0.35309
0.848485 	-0.35225
0.858586 	-0.35141
0.868687 	-0.350558
0.878788 	-0.349644
0.888889 	-0.34873
0.89899 	-0.347815
0.909091 	-0.346901
0.919192 	-0.345987
0.929293 	-0.345073
0.939394 	-0.344194
0.949495 	-0.343322
0.959596 	-0.34245
0.969697 	-0.341578
0.979798 	-0.340707
0.989899 	-0.339835
1 	-0.338963
