0.505051 	-0.308591
0.515152 	-0.309383
0.525253 	-0.310174
0.535354 	-0.310982
0.545455 	-0.311968
0.555556 	-0.312954
0.565657 	-0.313941
0.575758 	-0.314643
0.585859 	-0.31491
0.59596 	-0.315177
0.606061 	-0.315444
0.616162 	-0.315569
0.626263 	-0.315489
0.636364 	-0.315408
0.646465 	-0.315328
0.656566 	-0.31522
0.666667 	-0.314875
0.676768 	-0.314531
0.686869 	-0.314187
0.69697 	-0.313842
0.707071 	-0.313407
0.717172 	-0.312863
0.727273 	-0.312319
0.737374 	-0.311776
0.747475 	-0.311232
0.757576 	-0.31063
0.767677 	-0.309951
0.777778 	-0.309273
0.787879 	-0.308594
0.79798 	-0.307916
0.808081 	-0.307236
0.818182 	-0.306469
0.828283 	-0.305702
0.838384 	-0.304935
0.848485 	-0.304168
0.858586 	-0.303401
0.868687 	-0.302623
0.878788 	-0.301791
0.888889 	-0.30096
0.89899 	-0.300128
0.909091 	-0.299296
0.919192 	-0.298464
0.929293 	-0.297632
0.939394 	-0.296837
0.949495 	-0.296049
0.959596 	-0.295261
0.969697 	-0.294473
0.979798 	-0.293685
0.989899 	-0.292897
1 	-0.292109
