0.505051 	-0.3143
0.515152 	-0.315092
0.525253 	-0.315884
0.535354 	-0.316692
0.545455 	-0.317679
0.555556 	-0.318665
0.565657 	-0.319652
0.575758 	-0.320355
0.585859 	-0.320621
0.59596 	-0.320888
0.606061 	-0.321155
0.616162 	-0.32128
0.626263 	-0.321199
0.636364 	-0.321118
0.646465 	-0.321037
0.656566 	-0.320928
0.666667 	-0.320583
0.676768 	-0.320238
0.686869 	-0.319893
0.69697 	-0.319548
0.707071 	-0.319111
0.717172 	-0.318567
0.727273 	-0.318022
0.737374 	-0.317477
0.747475 	-0.316933
0.757576 	-0.316329
0.767677 	-0.31565
0.777778 	-0.31497
0.787879 	-0.314291
0.79798 	-0.313611
0.808081 	-0.31293
0.818182 	-0.312162
0.828283 	-0.311394
0.838384 	-0.310625
0.848485 	-0.309857
0.858586 	-0.309088
0.868687 	-0.30831
0.878788 	-0.307477
0.888889 	-0.306643
0.89899 	-0.30581
0.909091 	-0.304977
0.919192 	-0.304144
0.929293 	-0.303311
0.939394 	-0.302514
0.949495 	-0.301724
0.959596 	-0.300935
0.969697 	-0.300146
0.979798 	-0.299356
0.989899 	-0.298567
1 	-0.297777
