0.000625 	0.099625 	0.005 	-1.67869
0.001875 	0.099625 	0.005 	-0.770993
0.003125 	0.099625 	0.005 	-0.369857
0.004375 	0.099625 	0.005 	-0.222392
0.005625 	0.099625 	0.005 	-0.147584
0.006875 	0.099625 	0.005 	-0.102987
0.008125 	0.099625 	0.005 	-0.0760559
0.009375 	0.099625 	0.005 	-0.0588956
0.010625 	0.099625 	0.005 	-0.0470726
0.011875 	0.099625 	0.005 	-0.0384472
0.013125 	0.099625 	0.005 	-0.0319342
0.014375 	0.099625 	0.005 	-0.0269195
0.015625 	0.099625 	0.005 	-0.0230333
0.016875 	0.099625 	0.005 	-0.0200419
0.018125 	0.099625 	0.005 	-0.0177892
0.019375 	0.099625 	0.005 	-0.016165
0.020625 	0.099625 	0.005 	-0.0150875
0.021875 	0.099625 	0.005 	-0.0144937
0.023125 	0.099625 	0.005 	-0.0143328
0.024375 	0.099625 	0.005 	-0.0145626
0.025625 	0.099625 	0.005 	-0.0151471
0.026875 	0.099625 	0.005 	-0.0160545
0.028125 	0.099625 	0.005 	-0.0172562
0.029375 	0.099625 	0.005 	-0.0187258
0.030625 	0.099625 	0.005 	-0.0204386
0.031875 	0.099625 	0.005 	-0.022371
0.033125 	0.099625 	0.005 	-0.0245002
0.034375 	0.099625 	0.005 	-0.0268037
0.035625 	0.099625 	0.005 	-0.0292593
0.036875 	0.099625 	0.005 	-0.0318447
0.038125 	0.099625 	0.005 	-0.0345372
0.039375 	0.099625 	0.005 	-0.0373138
0.040625 	0.099625 	0.005 	-0.0401508
0.041875 	0.099625 	0.005 	-0.0430238
0.043125 	0.099625 	0.005 	-0.0459075
0.044375 	0.099625 	0.005 	-0.0487755
0.045625 	0.099625 	0.005 	-0.0516005
0.046875 	0.099625 	0.005 	-0.0543537
0.048125 	0.099625 	0.005 	-0.0570053
0.049375 	0.099625 	0.005 	-0.059524
0.050625 	0.099625 	0.005 	-0.061877
0.051875 	0.099625 	0.005 	-0.0640302
0.053125 	0.099625 	0.005 	-0.0659476
0.054375 	0.099625 	0.005 	-0.067592
0.055625 	0.099625 	0.005 	-0.0689243
0.056875 	0.099625 	0.005 	-0.0699037
0.058125 	0.099625 	0.005 	-0.0704881
0.059375 	0.099625 	0.005 	-0.070633
0.060625 	0.099625 	0.005 	-0.0702927
0.061875 	0.099625 	0.005 	-0.0694192
0.063125 	0.099625 	0.005 	-0.0679629
0.064375 	0.099625 	0.005 	-0.065872
0.065625 	0.099625 	0.005 	-0.0630925
0.066875 	0.099625 	0.005 	-0.0595681
0.068125 	0.099625 	0.005 	-0.0552399
0.069375 	0.099625 	0.005 	-0.0500456
0.070625 	0.099625 	0.005 	-0.0439197
0.071875 	0.099625 	0.005 	-0.0367921
0.073125 	0.099625 	0.005 	-0.0285874
0.074375 	0.099625 	0.005 	-0.0192235
0.075625 	0.099625 	0.005 	-0.00860977
0.076875 	0.099625 	0.005 	0.0033554
0.078125 	0.099625 	0.005 	0.016788
0.079375 	0.099625 	0.005 	0.031823
0.080625 	0.099625 	0.005 	0.0486207
0.081875 	0.099625 	0.005 	0.067376
0.083125 	0.099625 	0.005 	0.0883311
0.084375 	0.099625 	0.005 	0.111795
0.085625 	0.099625 	0.005 	0.138173
0.086875 	0.099625 	0.005 	0.168013
0.088125 	0.099625 	0.005 	0.202083
0.089375 	0.099625 	0.005 	0.241513
0.090625 	0.099625 	0.005 	0.288055
0.091875 	0.099625 	0.005 	0.344638
0.093125 	0.099625 	0.005 	0.416664
0.094375 	0.099625 	0.005 	0.514909
0.095625 	0.099625 	0.005 	0.660971
0.096875 	0.099625 	0.005 	0.907165
0.098125 	0.099625 	0.005 	1.42722
0.099375 	0.099625 	0.005 	2.45788
