-2.23623e-19 	0.517252 	-5.42596e-18 	0.105769 	0.00563906 	-2.71142e-20
-2.23623e-19 	0.553139 	-1.06659e-17 	0.298658 	0.0268395 	2.05944e-20
-2.23623e-19 	0.591898 	-1.65977e-17 	0.481709 	0.0641387 	1.13713e-22
-2.23623e-19 	0.63376 	-1.80173e-17 	0.652411 	0.108575 	3.0752e-20
-2.23623e-19 	0.678974 	-1.80472e-17 	0.807289 	0.155429 	-1.70809e-20
-2.23623e-19 	0.727807 	-2.29326e-17 	0.942741 	0.200222 	-1.58995e-20
-2.23623e-19 	0.780551 	-2.64285e-17 	1.05582 	0.239008 	-6.5952e-21
-2.23623e-19 	0.837516 	-2.92289e-17 	1.14489 	0.268992 	3.33461e-20
-2.23623e-19 	0.899043 	-3.09869e-17 	1.20998 	0.288693 	1.86487e-20
-2.23623e-19 	0.965495 	-3.10088e-17 	1.2526 	0.298426 	-2.66587e-21
-2.23623e-19 	1.02298 	-2.95609e-17 	1.26969 	0.298383 	-1.57357e-21
-2.23623e-19 	1.07007 	-2.67147e-17 	1.27734 	0.295418 	2.42162e-21
-2.23623e-19 	1.11946 	-2.63678e-17 	1.28012 	0.2897 	-9.72906e-22
-2.23623e-19 	1.17128 	-2.77556e-17 	1.27906 	0.281578 	-7.91385e-22
-2.23623e-19 	1.22563 	-2.70617e-17 	1.27524 	0.271579 	5.46924e-21
-2.23623e-19 	1.28264 	-2.46331e-17 	1.26962 	0.260255 	-7.15457e-22
-2.23623e-19 	1.34244 	-2.42861e-17 	1.26294 	0.248088 	-1.50089e-21
-2.23623e-19 	1.40517 	-2.84495e-17 	1.25572 	0.235477 	-2.31581e-21
-2.23623e-19 	1.47098 	-3.1225e-17 	1.24829 	0.222718 	1.71403e-23
-2.23623e-19 	1.54 	-3.1225e-17 	1.24087 	0.210009 	-2.66658e-22
-2.23623e-19 	1.6124 	-3.01842e-17 	1.23354 	0.197474 	8.50413e-22
-2.23623e-19 	1.68835 	-2.91434e-17 	1.22636 	0.185186 	-1.49681e-22
-2.23623e-19 	1.76802 	-2.60209e-17 	1.21934 	0.173191 	2.69479e-22
-2.23623e-19 	1.85159 	-2.25514e-17 	1.2125 	0.161508 	8.72679e-23
-2.23623e-19 	1.93925 	-2.28983e-17 	1.20582 	0.150143 	6.01518e-23
-2.23623e-19 	2.0312 	-2.498e-17 	1.19931 	0.139097 	-5.42247e-23
-2.23623e-19 	2.12766 	-2.91434e-17 	1.19295 	0.128356 	-2.96916e-22
-2.23623e-19 	2.22884 	-3.1572e-17 	1.18677 	0.117905 	4.99996e-23
-2.23623e-19 	2.33497 	-3.19189e-17 	1.18076 	0.107732 	1.1609e-22
-2.23623e-19 	2.4463 	-3.26128e-17 	1.17494 	0.0978123 	4.09177e-23
-2.23623e-19 	2.56308 	-3.40006e-17 	1.16935 	0.0881215 	2.95066e-24
-2.23623e-19 	2.68558 	-3.43475e-17 	1.16401 	0.0786317 	-1.51225e-23
-2.23623e-19 	2.81408 	-3.1572e-17 	1.15897 	0.0693115 	3.09531e-23
-2.23623e-19 	2.94887 	-2.98372e-17 	1.15428 	0.0601247 	9.86528e-23
-2.23623e-19 	3.09025 	-3.01842e-17 	1.14999 	0.0510301 	-7.51623e-23
-2.23623e-19 	3.23856 	-3.01842e-17 	1.14618 	0.0419784 	-4.60696e-23
-2.23623e-19 	3.39414 	-2.84495e-17 	1.14292 	0.0329145 	1.33039e-23
