2 	-3.94941 	-1.27759e-17 	-0.0268025
2 	-3.84941 	-9.43656e-18 	-0.0269783
2 	-3.75173 	-9.30646e-18 	-0.0273183
2 	-3.65632 	-1.06509e-17 	-0.0278124
2 	-3.56313 	-7.26816e-18 	-0.0284515
2 	-3.47209 	-6.32842e-19 	-0.0292274
2 	-3.38318 	2.8366e-18 	-0.0301323
2 	-3.29633 	1.36209e-18 	-0.0311592
2 	-3.21149 	1.96924e-18 	-0.0323014
2 	-3.12863 	1.96924e-18 	-0.0335523
2 	-3.04768 	3.87744e-18 	-0.0349059
2 	-2.96862 	6.60963e-18 	-0.036356
2 	-2.8914 	5.95911e-18 	-0.0378965
2 	-2.81597 	9.60203e-18 	-0.0395214
2 	-2.74229 	9.7755e-18 	-0.0412246
2 	-2.67032 	3.48713e-18 	-0.043
2 	-2.60002 	4.07992e-19 	-0.0448411
2 	-2.53136 	1.66567e-18 	-0.0467417
2 	-2.46428 	4.07992e-19 	-0.0486951
2 	-2.39877 	-3.06146e-18 	-0.0506947
2 	-2.33478 	-6.01049e-18 	-0.0527337
2 	-2.27227 	-8.5692e-18 	-0.0548052
2 	-2.21122 	-8.22226e-18 	-0.0569023
2 	-2.15158 	-4.18903e-18 	-0.059018
2 	-2.09333 	-1.06652e-18 	-0.0611452
2 	-2.03643 	4.09428e-18 	-0.063277
2 	-1.98086 	1.22908e-17 	-0.0654066
2 	-1.92657 	1.71914e-17 	-0.0675271
2 	-1.87355 	1.54567e-17 	-0.0696323
2 	-1.82175 	8.56119e-18 	-0.071716
2 	-1.77116 	5.09175e-18 	-0.0737727
2 	-1.72174 	3.14018e-18 	-0.0757974
2 	-1.67347 	5.95911e-18 	-0.0777861
2 	-1.62633 	1.07296e-17 	-0.0797359
2 	-1.58027 	1.22041e-17 	-0.081645
2 	-1.53529 	1.03827e-17 	-0.0835134
2 	-1.49135 	1.07296e-17 	-0.0853424
2 	-1.44843 	1.67144e-17 	-0.0871359
2 	-1.40651 	2.2092e-17 	-0.0889011
2 	-1.36556 	2.2092e-17 	-0.0906471
2 	-1.32556 	1.73215e-17 	-0.0923845
2 	-1.28649 	1.38521e-17 	-0.0941261
2 	-1.24833 	1.22908e-17 	-0.0958847
2 	-1.21106 	1.11633e-17 	-0.0976762
2 	-1.17465 	6.86984e-18 	-0.0995103
2 	-1.13908 	2.53303e-18 	-0.101392
2 	-1.10434 	1.18862e-18 	-0.10332
2 	-1.07041 	4.83154e-18 	-0.105278
2 	-1.03727 	9.08161e-18 	-0.107238
2 	-1.00489 	1.0773e-17 	-0.109161
2 	-0.973273 	1.20306e-17 	-0.110994
2 	-0.942385 	1.35052e-17 	-0.112687
2 	-0.912214 	1.67144e-17 	-0.114196
2 	-0.882745 	1.68879e-17 	-0.1155
2 	-0.853959 	1.25077e-17 	-0.116607
2 	-0.825842 	8.73466e-18 	-0.117546
2 	-0.798378 	7.60709e-18 	-0.118349
2 	-0.771552 	6.52289e-18 	-0.119105
2 	-0.745349 	5.61216e-18 	-0.120274
2 	-0.719754 	1.09464e-17 	-0.122851
2 	-0.700017 	1.77406e-17 	-0.125118
2 	-0.685712 	1.98783e-17 	-0.131391
2 	-0.671156 	2.19265e-17 	-0.13974
2 	-0.656356 	2.70076e-17 	-0.147848
2 	-0.641315 	3.30398e-17 	-0.155831
2 	-0.626039 	3.42118e-17 	-0.16383
2 	-0.610534 	3.32991e-17 	-0.171809
2 	-0.594804 	3.4118e-17 	-0.179723
2 	-0.578855 	3.42398e-17 	-0.18754
2 	-0.567515 	3.41924e-17 	-0.195232
2 	-0.559381 	3.45631e-17 	-0.0421366
2 	-0.546323 	3.46945e-17 	-0.0523898
2 	-0.529751 	3.29597e-17 	-0.0633411
2 	-0.512983 	2.94903e-17 	-0.0749237
2 	-0.496025 	2.67147e-17 	-0.0870654
